房屋编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,供暖
TJ2313723356698124288,天津,东丽,华明镇,海上国际城,8㎡,合租,北,890元/月,季付价,3室,1厅,2卫,随时入住,1年,随时可看,8,18层,有,租用车位,民水,民电,有,NULL
TJ2304374597535416320,天津,南开,王顶堤,横江里,12㎡,整租,南,750元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2313563633398841344,天津,东丽,华明镇,海上国际城,10㎡,合租,南,960元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,3,18层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2289049973389524992,天津,武清,静湖,静湖花园东区,102㎡,整租,南/北,1000元/月,NULL,2室,2厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,NULL,NULL,有,集中供暖
TJ2313554421340454912,天津,东丽,华明镇,海上国际城,14㎡,合租,南,1060元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,9,21层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2286836068407836672,天津,西青,杨柳青,凌云里,37㎡,整租,南,1000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,NULL,NULL,有,集中供暖
TJ2313203823629574144,天津,东丽,华明镇,海上国际城,19㎡,合租,南,1060元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,16,18层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2313573820130131968,天津,东丽,华明镇,海上国际城,20㎡,合租,南,1060元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,7,23层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2206231703729741824,天津,南开,王顶堤,华宁南里,30㎡,整租,西,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2270234003724304384,天津,河西,小海地,三水南里,54㎡,整租,南,1500元/月,季付价,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2137731689429352448,天津,北辰,天穆镇,金侨宸公馆,120㎡,整租,南,1000元/月,季付价,3室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,22层,无,NULL,NULL,NULL,有,集中供暖
TJ2313203823629574144,天津,东丽,华明镇,海上国际城,19㎡,合租,南,1060元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,16,18层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2313431644264210432,天津,东丽,华明镇,海上国际城,17㎡,合租,南,1090元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,9,23层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2255764582024871936,天津,宝坻,宝坻,中保住宅楼,113㎡,整租,南/北,1400元/月,NULL,3室,2厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2286920894725505024,天津,河西,陈塘庄,元五大楼,60㎡,整租,南/北,1400元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,NULL,NULL,民电,有,集中供暖
TJ2287579260455485440,天津,河西,天塔街,天赋里,33㎡,整租,南,1400元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2144044866546974720,天津,河东,万新村,松风东里,15㎡,合租,南,1230元/月,季付价,2室,1厅,1卫,随时入住,1年以上,随时可看,2,6层,无,免费使用,民水,民电,有,集中供暖
TJ2312260514283266048,天津,红桥,西于庄,洪湖雅园,10㎡,合租,东南,900元/月,季付价,4室,1厅,1卫,随时入住,3~12个月,随时可看,24,30层,有,NULL,民水,民电,有,集中供暖
TJ2287650954860044288,天津,河北,江都路,重光西里,26㎡,整租,南,1200元/月,年付价,2室,NULL,NULL,随时入住,1年以内,需提前预约,高楼层,5层,无,NULL,NULL,NULL,有,集中供暖
TJ2107844136450129920,天津,武清,南湖,南湖红星国际广场,80㎡,整租,南,900元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,17层,有,NULL,民水,民电,有,集中供暖
TJ2309923322701824000,天津,河北,建昌道,建湖里,30㎡,整租,南,1100元/月,NULL,1室,1厅,1卫,随时入住,NULL,一般下班后可看,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2148302545154744320,天津,河西,友谊路,谊城公寓,9㎡,合租,北,1360元/月,季付价,3室,1厅,1卫,随时入住,1年以上,随时可看,2,6层,无,租用车位,民水,民电,有,集中供暖
TJ2312826404016242688,天津,西青,中北镇,溪秀苑翠溪园,9㎡,合租,北,1030元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,3,6层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2299301030850207744,天津,开发区,第三大街,恂园里,58㎡,整租,南/北,1800元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2278796876080234496,天津,滨海新区,大港,重阳里,42㎡,整租,南/北,900元/月,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2297526997771100160,天津,河西,大营门,广田里,18㎡,整租,东,1200元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2313664180705558528,天津,河西,陈塘庄,中海学府公馆,15㎡,合租,北,1180元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,30,36层,有,租用车位,民水,民电,有,集中供暖
TJ2313499875071246336,天津,河西,陈塘庄,中海学府公馆,7㎡,合租,西,1160元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,12,20层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2291793632447447040,天津,宝坻,宝坻,平安家园,92㎡,整租,南/北,800元/月,NULL,2室,2厅,1卫,随时入住,NULL,需提前预约,低楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2279449913307963392,天津,宝坻,宝坻,中保财政楼,113㎡,整租,南/北,1100元/月,年付价,3室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2247607405577764864,天津,开发区,第三大街,星缘轩,60㎡,整租,南,2200元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,12层,有,NULL,民水,民电,有,集中供暖
TJ2313643235425665024,天津,河西,陈塘庄,中海学府公馆,15㎡,合租,北,1380元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,7,36层,有,租用车位,民水,民电,有,集中供暖
TJ2313507543248814080,天津,河西,陈塘庄,中海学府公馆,15㎡,合租,南,1490元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,18,20层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2294779260742934528,天津,塘沽,解放路,吉祥里,40㎡,整租,南,1400元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2102164182358302720,天津,津南,咸水沽,金地艺城瑞府,115㎡,整租,南/北,500元/月,半年付价,3室,2厅,2卫,随时入住,3年以上,需提前预约,高楼层,8层,有,NULL,民水,民电,有,集中供暖
TJ2266509240363655168,天津,和平,新兴街,卫华里,25㎡,合租,南,1500元/月,季付价,1室,NULL,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2289084256313679872,天津,和平,新兴街,碧云里,52㎡,整租,南,2100元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,20层,有,NULL,民水,民电,有,集中供暖
TJ2273042979805462528,天津,南开,体育中心街,时代奥城,93㎡,整租,南,4600元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,24层,有,NULL,民水,民电,有,集中供暖
TJ2262223035152990208,天津,南开,体育中心街,时代奥城,132㎡,整租,南,6800元/月,NULL,3室,2厅,2卫,随时入住,NULL,需提前预约,高楼层,10层,有,NULL,民水,民电,有,集中供暖
TJ2238139871896010752,天津,南开,体育中心街,时代奥城,92㎡,整租,南/北,4500元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2270840862361518080,天津,东丽,万新街,金隅悦城,86㎡,整租,南,2000元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,16层,有,NULL,民水,民电,有,集中供暖
TJ2313757951828951040,天津,河东,太阳城,路劲太阳城皓阳园,8㎡,合租,西,990元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,26,26层,有,租用车位,民水,民电,有,NULL
TJ2313757823122808832,天津,河东,太阳城,路劲太阳城皓阳园,13㎡,合租,南,1230元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,11,26层,有,租用车位,民水,民电,有,NULL
TJ2313757588569210880,天津,河东,太阳城,路劲太阳城皓阳园,12㎡,合租,南,1160元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,28,33层,有,租用车位,民水,民电,有,NULL
TJ2301170658937143296,天津,东丽,万新街,金隅悦城,97㎡,整租,南,3200元/月,季付价,2室,2厅,1卫,2019/9/1,3年以内,需提前预约,高楼层,11层,有,NULL,民水,民电,有,集中供暖
TJ2259176369139490816,天津,开发区,第一大街,晓园新邸,92㎡,整租,南,2400元/月,NULL,3室,2厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2309982775819632640,天津,武清,新湾,盛世华府鸿园,93㎡,整租,南/北,1600元/月,NULL,2室,1厅,1卫,2019/8/15,NULL,需提前预约,低楼层,14层,无,NULL,民水,民电,有,集中供暖
TJ2168730051972448256,天津,开发区,第二大街,鸿泰花园别墅,160㎡,整租,南/北,5000元/月,季付价,3室,2厅,2卫,随时入住,2年以内,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313171192909414400,天津,南开,水上公园街,天房崇德园,8㎡,合租,北,1360元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,18,23层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2141355079658651648,天津,河东,万新村,松风西里,12㎡,合租,北,1330元/月,季付价,2室,1厅,1卫,随时入住,1年以上,随时可看,6,8层,无,免费使用,民水,民电,有,集中供暖
TJ2313436056093474816,天津,北辰,北仓镇,盛庭丽景,13㎡,合租,南,1290元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,14,18层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2269984524282896384,天津,武清,下朱庄,龙吉园,102㎡,整租,南/北,1300元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2234498317226876928,天津,开发区,第二大街,万通华府B区,160㎡,整租,南/北,8000元/月,季付价,2室,1厅,2卫,随时入住,1年以内,需提前预约,低楼层,30层,有,NULL,民水,民电,有,集中供暖
TJ2291022347278221312,天津,开发区,第三大街,捷达园,91㎡,整租,南/北,3000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,17层,有,NULL,民水,民电,有,集中供暖
TJ2299289536770867200,天津,河东,万新村,曲溪西里,120㎡,整租,南/北,2600元/月,NULL,3室,2厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313757708005941248,天津,河东,太阳城,路劲太阳城皓阳园,12㎡,合租,南,1130元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,33,33层,有,租用车位,民水,民电,有,NULL
TJ2312729726089183232,天津,河西,下瓦房,龙海公寓,14㎡,合租,南,1730元/月,季付价,2室,1厅,1卫,随时入住,1年,随时可看,10,11层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2310115182514544640,天津,南开,水上公园街,水上温泉花园,16㎡,合租,南,720元/月,季付价,4室,1厅,1卫,随时入住,1年以上,随时可看,7,7层,无,租用车位,民水,民电,有,集中供暖
TJ2304834867579592704,天津,河西,陈塘庄,北大资源阅城,120㎡,整租,南/北,4100元/月,NULL,3室,2厅,2卫,随时入住,NULL,需提前预约,低楼层,25层,有,NULL,民水,民电,有,集中供暖
TJ2298407009659125760,天津,武清,南湖,首城南湖1號,110㎡,整租,南/北,1300元/月,NULL,3室,2厅,1卫,随时入住,NULL,需提前预约,中楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2229692639723667456,天津,西青,杨柳青,雅庭园,75㎡,整租,南/北,1400元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2260764467967033344,天津,南开,体育中心街,招商钻石山,147㎡,整租,南/北,8500元/月,季付价,3室,2厅,1卫,随时入住,3年以内,需提前预约,中楼层,43层,有,NULL,民水,民电,有,集中供暖
TJ2313724120816427008,天津,南开,王顶堤,金厦里,14㎡,合租,南,1490元/月,季付价,5室,1厅,2卫,随时入住,1年,随时可看,7,10层,有,租用车位,民水,民电,有,NULL
TJ2147827550368571392,天津,河西,尖山,格调绮园,11㎡,合租,南,1390元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,4,7层,有,免费使用,民水,民电,有,集中供暖
TJ2313722455241531392,天津,塘沽,工农村,中铁·诺德名苑,126㎡,整租,南/北,3100元/月,NULL,3室,2厅,1卫,随时入住,NULL,需提前预约,高楼层,31层,有,NULL,民水,民电,有,集中供暖
TJ1815060852215390208,天津,南开,体育中心街,招商钻石山,128㎡,整租,南,6000元/月,NULL,2室,1厅,2卫,暂无数据,NULL,需提前预约,高楼层,42层,有,NULL,民水,民电,有,集中供暖
TJ2298546669806944256,天津,南开,体育中心街,招商钻石山,88㎡,整租,南,5200元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,43层,有,NULL,民水,民电,有,集中供暖
TJ2310070682802987008,天津,河西,桃园街,元兴新里,35㎡,整租,南,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2313422176310796288,天津,河东,太阳城,路劲太阳城皓阳园,9㎡,合租,北,960元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,16,26层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2298970519577837568,天津,滨海新区,大港,三春里,40㎡,整租,南,850元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,未知,3层,无,NULL,民水,民电,有,集中供暖
TJ2313760227448586240,天津,河东,太阳城,路劲太阳城皓阳园,11㎡,合租,南,1160元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,7,33层,有,租用车位,民水,民电,有,NULL
TJ2311317778374082560,天津,河东,富民路,天琴里,22㎡,整租,南,1000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2280446759337730048,天津,河西,越秀路,红波里,39㎡,整租,南,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2206530684657876992,天津,塘沽,新村街,丹东里,55㎡,整租,南,1200元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,5层,无,NULL,商水,民电,有,集中供暖
TJ2217882201398452224,天津,塘沽,新村街,花园里(塘沽),36㎡,整租,东南,1200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2299316068252131328,天津,和平,南营门街,贵州路,23㎡,整租,南,1900元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2313359108843520000,天津,河东,太阳城,路劲太阳城皓阳园,8㎡,合租,北,990元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,2,26层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2163163974953074688,天津,塘沽,胡家园,滨悦花园（远洋城2期）,104㎡,整租,南,1450元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,30层,有,NULL,民水,民电,有,集中供暖
TJ2313314905509330944,天津,河东,太阳城,路劲太阳城皓阳园,12㎡,合租,南,1230元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,3,26层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2204251536035954688,天津,蓟州,蓟县,安裕西区,105㎡,整租,南/北,900元/月,NULL,3室,2厅,1卫,随时入住,NULL,需提前预约,未知,6层,无,NULL,民水,民电,有,集中供暖
TJ2313758329408856064,天津,河东,太阳城,路劲太阳城皓阳园,8㎡,合租,西,990元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,11,26层,有,租用车位,民水,民电,有,NULL
TJ2268059280437411840,天津,河北,月牙河,开江南里,35㎡,整租,南,1200元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2301946696999116800,天津,南开,体育中心街,凌研里,35㎡,整租,南/北,1000元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2275321115880726528,天津,开发区,第一大街,振业铂雅轩,87㎡,整租,南,2000元/月,季付价,2室,2厅,1卫,随时入住,2年以内,需提前预约,高楼层,30层,无,NULL,NULL,NULL,NULL,NULL
TJ2265077670738411520,天津,武清,下朱庄,亿馨园,90㎡,整租,南,700元/月,半年付价,3室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,8层,有,NULL,民水,民电,有,集中供暖
TJ2234554343699791872,天津,和平,新兴街,气象台路,22㎡,整租,东,1500元/月,NULL,1室,NULL,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313427790839685120,天津,河东,太阳城,路劲太阳城皓阳园,13㎡,合租,南,1230元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,21,26层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2299152082189688832,天津,河西,小海地,三水南里,28㎡,整租,东,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313323110188982272,天津,河东,太阳城,路劲太阳城皓阳园,8㎡,合租,西,1030元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,26,26层,NULL,租用车位,NULL,NULL,NULL,NULL
